Pressure (Pa): comment                                           
       24192
    20.000   -82.486   1288.11  2553.625     0 0 0 0201
    20.000   -85.096   1320.00  2637.544     0 0 023201
    20.000   -91.964   1333.74  2859.371     0 0 0 0231
    20.000   -96.703   1343.21  3012.710     0 0 0 0231
    20.000  -101.442   1352.69  3166.260     0 0 0 0231
    20.000  -106.181   1362.17  3320.030     0 0 0 0231
    20.000  -110.920   1371.65  3473.998     0 0 0 0231
    20.000  -115.659   1381.13  3628.159     0 0 0 0231
    20.000  -120.398   1390.60  3782.520     0 0 0 0231
    20.000  -125.137   1400.02  3937.071     0 0 0 0231
    20.000  -129.876   1402.09  4091.833     0 0 0 0231
    20.000  -134.615   1404.16  4246.821     0 0 0 0231
    20.000  -139.354   1406.22  4402.041     0 0 0 0231
    20.000  -144.093   1408.29  4557.481     0 0 0 0231
    20.000  -148.832   1410.36  4713.137     0 0 0 0231
    20.000  -153.571   1412.43  4869.020     0 0 0 0231
    20.000  -158.310   1414.50  5025.115     0 0 0 0231
    20.000  -163.049   1416.57  5181.420     0 0 0 0231
    20.000  -167.788   1418.64  5337.943     0 0 0 0231
    20.000  -172.527   1420.70  5494.674     0 0 0 0231
    20.000  -177.266   1422.77  5651.611     0 0 0 0231
    20.000  -182.005   1424.84  5808.764     0 0 0 0231
    20.000  -186.744   1426.91  5966.120     0 0 0 0231
    20.000  -191.483   1428.98  6123.691     0 0 0 0231
    20.000  -196.222   1431.05  6281.466     0 0 0 0231
    20.000  -200.962   1433.12  6439.478     0 0 0 0231
    20.000  -205.701   1435.19  6597.667     0 0 0 0231
    20.000  -210.440   1437.25  6756.060     0 0 0 0231
    20.000  -215.179   1439.32  6914.666     0 0 0 0231
    20.000  -219.918   1441.39  7073.474     0 0 0 0231
    20.000  -229.396   1445.53  7391.717     0 0 0 0231
    20.000  -238.874   1449.67  7710.796     0 0 0 0231
    20.000  -248.352   1453.80  8030.719     0 0 0 0231
    20.000  -257.830   1457.94  8351.498     0 0 0 0231
    20.000  -267.308   1462.08  8673.130     0 0 0 0231
    20.000  -276.786   1466.22  8995.650     0 0 0 0231
    20.000  -286.264   1470.35  9319.089     0 0 0 0231
    20.000  -291.003   1472.42  9481.165     0 0 0 0231
    20.000  -295.742   1474.49  9643.482     0 0 0 0231
    20.000  -300.481   1476.56  9806.052     0 0 0 0231
    20.000  -305.220   1478.63  9968.885     0 0 0 0231
    20.000  -314.698   1482.76 10295.554     0 0 0 0231
    20.000  -324.176   1486.90 10623.421     0 0 0 0231
    20.000  -333.654   1491.04 10952.235     0 0 0 0231
    20.000  -343.132   1495.18 11282.031     0 0 0 0231
    20.000  -352.610   1499.31 11612.811     0 0 0 0231
    20.000  -362.088   1503.45 11944.453     0 0 0 0231
    20.000  -371.566   1507.59 12276.857     0 0 0 0231
    20.000  -381.044   1511.73 12610.017     0 0 0 0231
    20.000  -390.522   1515.86 12943.937     0 0 0 0231
    20.000  -400.000   1520.00 13278.633     1 0 024233
    25.000    -2.028      0.00    20.492     1 0 0 0 12
    25.000    -2.771     25.46    38.349     0 0 0 9 11
    25.000    -3.449     45.81    56.972     0 0 0 0 91
    25.000    -3.923     59.81    69.992     0 0 0 0 91
    25.000    -4.397     73.63    83.012     0 0 0 0 91
    25.000    -4.871     87.27    96.032     0 0 0 0 91
    25.000    -5.344    100.71   109.024     0 0 0 0 91
    25.000    -5.818    113.99   122.044     0 0 0 0 91
    25.000    -6.292    127.10   135.064     0 0 0 0 91
    25.000    -7.240    152.81   161.104     0 0 0 0 91
