 Iteration #:           4
   Depth    K_x     K_t     K_y
   40.38    4.30    0.00    4.30
   43.24    4.36    0.00    4.36
   46.10    4.42    0.00    4.42
   48.97    4.48    0.00    4.48
   51.83    4.53    0.00    4.53
   54.69    4.57    0.00    4.57
   57.55    4.61    0.00    4.61
   60.41    4.65    0.00    4.65
   63.27    4.68    0.00    4.68
   66.14    4.72    0.00    4.72
   70.91    4.75    0.00    4.75
   75.68    4.76    0.00    4.76
   80.44    4.76    0.00    4.76
   85.22    4.75    0.00    4.75
   89.98    4.72    0.00    4.72
   94.75    4.68    0.00    4.68
   99.52    4.63    0.00    4.63
  104.29    4.57    0.00    4.57
  109.06    4.50    0.00    4.50
  159.66    4.72    0.00    4.72
  166.30    4.74    0.00    4.74
  171.06    4.76    0.00    4.76
  175.84    4.79    0.00    4.79
  180.60    4.81    0.00    4.81
  185.37    4.83    0.00    4.83
  190.14    4.86    0.00    4.86
  194.91    4.88    0.00    4.88
  199.68    4.90    0.00    4.90
  204.45    4.93    0.00    4.93
  209.22    4.95    0.00    4.95
  213.99    4.97    0.00    4.97
  218.76    5.01    0.00    5.01
  228.30    5.06    0.00    5.06
  237.84    5.11    0.00    5.11
  247.38    5.15    0.00    5.15
  256.92    5.19    0.00    5.19
  266.45    5.23    0.00    5.23
  275.99    5.27    0.00    5.27
  285.53    5.29    0.00    5.29
  290.30    5.31    0.00    5.31
  295.07    5.33    0.00    5.33
  299.84    5.35    0.00    5.35
  304.61    5.39    0.00    5.39
  314.15    5.42    0.00    5.42
  323.69    5.46    0.00    5.46
   34.02    4.25    0.00    4.25
   37.52    4.25    0.00    4.25
   40.38    4.29    0.00    4.29
   43.24    4.35    0.00    4.35
   46.10    4.41    0.00    4.41
   48.97    4.47    0.00    4.47
   51.83    4.52    0.00    4.52
   54.69    4.57    0.00    4.57
   57.55    4.61    0.00    4.61
   60.41    4.65    0.00    4.65
   63.27    4.68    0.00    4.68
   66.14    4.72    0.00    4.72
   70.91    4.75    0.00    4.75
   75.67    4.76    0.00    4.76
   80.44    4.77    0.00    4.77
   85.21    4.76    0.00    4.76
   89.98    4.73    0.00    4.73
   94.75    4.69    0.00    4.69
   99.52    4.65    0.00    4.65
  104.29    4.59    0.00    4.59
  109.06    4.52    0.00    4.52
  113.83    4.48    0.00    4.48
  159.81    4.72    0.00    4.72
  166.29    4.74    0.00    4.74
  171.06    4.76    0.00    4.76
  175.83    4.79    0.00    4.79
  180.60    4.81    0.00    4.81
  185.37    4.83    0.00    4.83
  190.14    4.86    0.00    4.86
  194.91    4.88    0.00    4.88
  199.68    4.90    0.00    4.90
  204.45    4.93    0.00    4.93
  209.22    4.95    0.00    4.95
  213.99    4.97    0.00    4.97
  218.76    5.01    0.00    5.01
  228.30    5.06    0.00    5.06
  237.84    5.11    0.00    5.11
  247.38    5.15    0.00    5.15
  256.92    5.19    0.00    5.19
  266.45    5.23    0.00    5.23
  275.99    5.27    0.00    5.27
  285.53    5.29    0.00    5.29
  290.30    5.31    0.00    5.31
  295.07    5.33    0.00    5.33
  299.84    5.35    0.00    5.35
  304.61    5.39    0.00    5.39
  314.15    5.42    0.00    5.42
   33.81    4.24    0.00    4.24
   37.61    4.25    0.00    4.25
   40.47    4.28    0.00    4.28
   43.33    4.35    0.00    4.35
   46.19    4.41    0.00    4.41
   49.05    4.46    0.00    4.46
   51.91    4.51    0.00    4.51
   54.77    4.56    0.00    4.56
   57.63    4.61    0.00    4.61
   60.49    4.65    0.00    4.65
   63.35    4.68    0.00    4.68
   66.22    4.72    0.00    4.72
   70.98    4.75    0.00    4.75
   75.75    4.77    0.00    4.77
   80.52    4.77    0.00    4.77
   85.29    4.76    0.00    4.76
   90.06    4.74    0.00    4.74
   94.83    4.70    0.00    4.70
   99.59    4.66    0.00    4.66
  104.36    4.60    0.00    4.60
  109.13    4.54    0.00    4.54
  113.90    4.49    0.00    4.49
  159.96    4.72    0.00    4.72
  166.35    4.74    0.00    4.74
  171.12    4.77    0.00    4.77
  175.89    4.79    0.00    4.79
  180.66    4.81    0.00    4.81
  185.42    4.83    0.00    4.83
  190.19    4.86    0.00    4.86
  194.96    4.88    0.00    4.88
  199.73    4.90    0.00    4.90
  204.50    4.93    0.00    4.93
  209.27    4.95    0.00    4.95
  214.03    4.97    0.00    4.97
  218.80    5.01    0.00    5.01
  228.34    5.06    0.00    5.06
  237.88    5.11    0.00    5.11
  247.41    5.15    0.00    5.15
  256.95    5.19    0.00    5.19
  266.49    5.23    0.00    5.23
  276.02    5.27    0.00    5.27
  285.56    5.29    0.00    5.29
  290.33    5.31    0.00    5.31
  295.10    5.33    0.00    5.33
  299.87    5.35    0.00    5.35
  304.63    5.38    0.00    5.38
   33.61    4.20    0.00    4.20
   34.89    4.25    0.00    4.25
   37.75    4.25    0.00    4.25
   40.61    4.28    0.00    4.28
   43.47    4.34    0.00    4.34
   46.33    4.40    0.00    4.40
   49.19    4.45    0.00    4.45
   52.05    4.51    0.00    4.51
   54.91    4.56    0.00    4.56
   57.77    4.60    0.00    4.60
   60.63    4.64    0.00    4.64
   63.49    4.67    0.00    4.67
   66.35    4.71    0.00    4.71
   71.11    4.75    0.00    4.75
   75.88    4.77    0.00    4.77
   80.65    4.78    0.00    4.78
   85.41    4.77    0.00    4.77
   90.18    4.74    0.00    4.74
   94.95    4.72    0.00    4.72
   99.71    4.67    0.00    4.67
  104.48    4.61    0.00    4.61
  109.25    4.55    0.00    4.55
  114.01    4.50    0.00    4.50
  160.12    4.72    0.00    4.72
  166.44    4.74    0.00    4.74
  171.21    4.77    0.00    4.77
  175.98    4.79    0.00    4.79
  180.74    4.81    0.00    4.81
  185.51    4.84    0.00    4.84
  190.28    4.86    0.00    4.86
  195.04    4.88    0.00    4.88
  199.81    4.90    0.00    4.90
  204.57    4.93    0.00    4.93
  209.34    4.95    0.00    4.95
  214.11    4.97    0.00    4.97
  218.87    5.01    0.00    5.01
  228.41    5.06    0.00    5.06
  237.94    5.11    0.00    5.11
  247.47    5.15    0.00    5.15
  257.01    5.19    0.00    5.19
  266.54    5.23    0.00    5.23
  276.07    5.27    0.00    5.27
  285.61    5.29    0.00    5.29
  290.37    5.31    0.00    5.31
  295.15    5.33    0.00    5.33
  299.90    5.35    0.00    5.35
   33.41    4.20    0.00    4.20
   34.96    4.24    0.00    4.24
   37.82    4.24    0.00    4.24
   40.68    4.27    0.00    4.27
   43.54    4.33    0.00    4.33
   46.40    4.39    0.00    4.39
   49.26    4.45    0.00    4.45
   52.12    4.50    0.00    4.50
   54.98    4.55    0.00    4.55
   57.84    4.59    0.00    4.59
   60.70    4.63    0.00    4.63
   63.55    4.67    0.00    4.67
   66.41    4.71    0.00    4.71
   71.18    4.75    0.00    4.75
   75.94    4.77    0.00    4.77
   80.71    4.78    0.00    4.78
   85.48    4.77    0.00    4.77
   90.24    4.75    0.00    4.75
   95.01    4.72    0.00    4.72
   99.77    4.67    0.00    4.67
  104.54    4.62    0.00    4.62
  109.30    4.57    0.00    4.57
  114.07    4.51    0.00    4.51
  160.27    4.72    0.00    4.72
  166.49    4.74    0.00    4.74
  171.25    4.77    0.00    4.77
  176.02    4.79    0.00    4.79
  180.79    4.81    0.00    4.81
  185.55    4.84    0.00    4.84
  190.32    4.86    0.00    4.86
  195.08    4.88    0.00    4.88
  199.85    4.91    0.00    4.91
  204.61    4.93    0.00    4.93
  209.38    4.95    0.00    4.95
  214.15    4.97    0.00    4.97
  218.91    5.01    0.00    5.01
  228.44    5.06    0.00    5.06
  237.97    5.11    0.00    5.11
  247.50    5.15    0.00    5.15
  257.04    5.19    0.00    5.19
  266.57    5.23    0.00    5.23
  276.10    5.27    0.00    5.27
  285.63    5.29    0.00    5.29
   33.20    4.19    0.00    4.19
   34.96    4.24    0.00    4.24
   37.82    4.23    0.00    4.23
   40.68    4.26    0.00    4.26
   43.54    4.33    0.00    4.33
   46.40    4.39    0.00    4.39
   49.26    4.44    0.00    4.44
   52.12    4.49    0.00    4.49
   54.98    4.54    0.00    4.54
   57.84    4.59    0.00    4.59
   60.70    4.63    0.00    4.63
   63.55    4.67    0.00    4.67
   66.41    4.71    0.00    4.71
   71.18    4.75    0.00    4.75
   75.94    4.77    0.00    4.77
   80.71    4.78    0.00    4.78
   85.47    4.78    0.00    4.78
   90.24    4.76    0.00    4.76
   95.01    4.73    0.00    4.73
   99.77    4.68    0.00    4.68
  104.54    4.63    0.00    4.63
  109.30    4.58    0.00    4.58
  114.07    4.51    0.00    4.51
  160.42    4.72    0.00    4.72
  166.49    4.74    0.00    4.74
  171.25    4.77    0.00    4.77
  176.02    4.79    0.00    4.79
  180.79    4.81    0.00    4.81
  185.55    4.84    0.00    4.84
  190.32    4.86    0.00    4.86
  195.08    4.88    0.00    4.88
  199.85    4.91    0.00    4.91
  204.61    4.93    0.00    4.93
  209.38    4.95    0.00    4.95
  214.15    4.97    0.00    4.97
  218.91    5.01    0.00    5.01
  228.44    5.06    0.00    5.06
  237.97    5.11    0.00    5.11
  247.50    5.15    0.00    5.15
  257.03    5.19    0.00    5.19
  266.56    5.23    0.00    5.23
   33.00    4.19    0.00    4.19
   35.01    4.23    0.00    4.23
   37.87    4.23    0.00    4.23
   40.72    4.25    0.00    4.25
   43.58    4.32    0.00    4.32
   46.44    4.37    0.00    4.37
   49.30    4.44    0.00    4.44
   52.16    4.49    0.00    4.49
   55.02    4.54    0.00    4.54
   57.88    4.59    0.00    4.59
   60.74    4.63    0.00    4.63
   63.59    4.67    0.00    4.67
   66.45    4.71    0.00    4.71
   71.22    4.75    0.00    4.75
   75.98    4.77    0.00    4.77
   80.75    4.79    0.00    4.79
   85.51    4.78    0.00    4.78
   90.28    4.76    0.00    4.76
   95.04    4.73    0.00    4.73
   99.81    4.70    0.00    4.70
  104.57    4.65    0.00    4.65
  109.34    4.59    0.00    4.59
  114.10    4.52    0.00    4.52
  160.58    4.72    0.00    4.72
  166.52    4.74    0.00    4.74
  171.28    4.77    0.00    4.77
  176.05    4.79    0.00    4.79
  180.81    4.81    0.00    4.81
  185.58    4.84    0.00    4.84
  190.34    4.86    0.00    4.86
  195.11    4.88    0.00    4.88
  199.87    4.91    0.00    4.91
  204.64    4.93    0.00    4.93
  209.40    4.95    0.00    4.95
  214.17    4.97    0.00    4.97
  218.93    5.01    0.00    5.01
  228.46    5.06    0.00    5.06
  237.99    5.11    0.00    5.11
  247.52    5.15    0.00    5.15
  257.05    5.18    0.00    5.18
   32.80    4.18    0.00    4.18
   35.05    4.23    0.00    4.23
   37.91    4.22    0.00    4.22
   40.77    4.25    0.00    4.25
   43.63    4.31    0.00    4.31
   46.49    4.37    0.00    4.37
   49.34    4.43    0.00    4.43
   52.20    4.49    0.00    4.49
   55.06    4.54    0.00    4.54
   57.92    4.58    0.00    4.58
   60.78    4.62    0.00    4.62
   63.64    4.66    0.00    4.66
   66.50    4.71    0.00    4.71
   71.26    4.75    0.00    4.75
   76.03    4.77    0.00    4.77
   80.79    4.79    0.00    4.79
   85.55    4.78    0.00    4.78
   90.32    4.76    0.00    4.76
   95.08    4.74    0.00    4.74
   99.85    4.71    0.00    4.71
  104.61    4.65    0.00    4.65
  109.38    4.59    0.00    4.59
  114.14    4.53    0.00    4.53
  118.90    4.50    0.00    4.50
  160.73    4.72    0.00    4.72
  166.55    4.74    0.00    4.74
  171.31    4.77    0.00    4.77
  176.08    4.79    0.00    4.79
  180.84    4.81    0.00    4.81
  185.60    4.84    0.00    4.84
  190.37    4.86    0.00    4.86
  195.13    4.88    0.00    4.88
  199.90    4.91    0.00    4.91
  204.66    4.93    0.00    4.93
  209.43    4.95    0.00    4.95
  214.19    4.97    0.00    4.97
  218.96    5.01    0.00    5.01
  228.48    5.06    0.00    5.06
  238.01    5.11    0.00    5.11
  247.54    5.15    0.00    5.15
   32.59    4.17    0.00    4.17
   35.06    4.22    0.00    4.22
   37.92    4.21    0.00    4.21
   40.78    4.24    0.00    4.24
   43.63    4.31    0.00    4.31
   46.49    4.37    0.00    4.37
   49.35    4.42    0.00    4.42
   52.21    4.48    0.00    4.48
   55.07    4.53    0.00    4.53
   57.93    4.58    0.00    4.58
   60.78    4.62    0.00    4.62
   63.64    4.66    0.00    4.66
   66.50    4.71    0.00    4.71
   71.27    4.75    0.00    4.75
   76.03    4.78    0.00    4.78
   80.80    4.79    0.00    4.79
   85.56    4.78    0.00    4.78
   90.32    4.77    0.00    4.77
   95.09    4.75    0.00    4.75
   99.85    4.71    0.00    4.71
  104.62    4.66    0.00    4.66
  109.38    4.61    0.00    4.61
  114.14    4.55    0.00    4.55
  118.91    4.51    0.00    4.51
  160.88    4.72    0.00    4.72
  166.55    4.74    0.00    4.74
  171.32    4.77    0.00    4.77
  176.08    4.79    0.00    4.79
  180.84    4.81    0.00    4.81
  185.61    4.84    0.00    4.84
  190.37    4.86    0.00    4.86
  195.14    4.88    0.00    4.88
  199.90    4.91    0.00    4.91
  204.67    4.93    0.00    4.93
  209.43    4.95    0.00    4.95
  214.19    4.97    0.00    4.97
  218.96    5.01    0.00    5.01
  228.49    5.06    0.00    5.06
   32.39    4.17    0.00    4.17
   35.07    4.22    0.00    4.22
   37.93    4.21    0.00    4.21
   40.78    4.24    0.00    4.24
   43.64    4.30    0.00    4.30
   46.50    4.36    0.00    4.36
   49.36    4.42    0.00    4.42
   52.22    4.48    0.00    4.48
   55.08    4.53    0.00    4.53
   57.94    4.57    0.00    4.57
   60.80    4.61    0.00    4.61
   63.65    4.66    0.00    4.66
   66.51    4.70    0.00    4.70
   71.28    4.75    0.00    4.75
   76.04    4.78    0.00    4.78
   80.80    4.79    0.00    4.79
   85.57    4.79    0.00    4.79
   90.33    4.77    0.00    4.77
   95.10    4.75    0.00    4.75
   99.86    4.72    0.00    4.72
  104.62    4.67    0.00    4.67
  109.39    4.62    0.00    4.62
  114.15    4.57    0.00    4.57
  118.92    4.52    0.00    4.52
  161.04    4.72    0.00    4.72
  166.56    4.74    0.00    4.74
  171.32    4.77    0.00    4.77
  176.09    4.79    0.00    4.79
  180.85    4.81    0.00    4.81
  185.62    4.84    0.00    4.84
  190.38    4.86    0.00    4.86
  195.14    4.88    0.00    4.88
  199.91    4.91    0.00    4.91
  204.67    4.93    0.00    4.93
  209.44    4.95    0.00    4.95
  214.20    4.97    0.00    4.97
  218.96    5.01    0.00    5.01
   32.19    4.14    0.00    4.14
   33.20    4.17    0.00    4.17
   35.11    4.21    0.00    4.21
   37.97    4.20    0.00    4.20
   40.82    4.23    0.00    4.23
   43.68    4.29    0.00    4.29
   46.54    4.35    0.00    4.35
   49.40    4.41    0.00    4.41
   52.26    4.47    0.00    4.47
   55.12    4.52    0.00    4.52
   57.97    4.57    0.00    4.57
   60.83    4.61    0.00    4.61
   63.69    4.66    0.00    4.66
   66.55    4.70    0.00    4.70
   71.31    4.75    0.00    4.75
   76.08    4.78    0.00    4.78
   80.84    4.79    0.00    4.79
   85.60    4.79    0.00    4.79
   90.37    4.78    0.00    4.78
   95.13    4.76    0.00    4.76
   99.89    4.72    0.00    4.72
  104.66    4.68    0.00    4.68
  109.42    4.63    0.00    4.63
  114.18    4.58    0.00    4.58
  118.95    4.53    0.00    4.53
  161.19    4.72    0.00    4.72
  166.58    4.74    0.00    4.74
  171.35    4.77    0.00    4.77
  176.11    4.79    0.00    4.79
  180.87    4.81    0.00    4.81
  185.64    4.84    0.00    4.84
  190.40    4.86    0.00    4.86
  195.16    4.88    0.00    4.88
  199.93    4.91    0.00    4.91
  204.69    4.93    0.00    4.93
  209.46    4.95    0.00    4.95
  214.22    4.98    0.00    4.98
   31.99    4.14    0.00    4.14
   33.24    4.17    0.00    4.17
   35.15    4.21    0.00    4.21
   38.00    4.19    0.00    4.19
   40.86    4.22    0.00    4.22
   43.72    4.29    0.00    4.29
   46.58    4.35    0.00    4.35
   49.43    4.41    0.00    4.41
   52.29    4.46    0.00    4.46
   55.15    4.52    0.00    4.52
   58.01    4.56    0.00    4.56
   60.87    4.61    0.00    4.61
   63.72    4.65    0.00    4.65
   66.58    4.70    0.00    4.70
   71.34    4.75    0.00    4.75
   76.11    4.78    0.00    4.78
   80.87    4.80    0.00    4.80
   85.63    4.79    0.00    4.79
   90.40    4.78    0.00    4.78
   95.16    4.76    0.00    4.76
   99.92    4.73    0.00    4.73
  104.69    4.68    0.00    4.68
  109.45    4.63    0.00    4.63
  114.21    4.59    0.00    4.59
  118.98    4.53    0.00    4.53
  161.34    4.72    0.00    4.72
  166.61    4.74    0.00    4.74
  171.37    4.77    0.00    4.77
  176.13    4.79    0.00    4.79
  180.90    4.81    0.00    4.81
  185.66    4.84    0.00    4.84
  190.42    4.86    0.00    4.86
  195.19    4.88    0.00    4.88
  199.96    4.91    0.00    4.91
  204.71    4.93    0.00    4.93
   31.78    4.14    0.00    4.14
   33.28    4.17    0.00    4.17
   35.18    4.20    0.00    4.20
   38.04    4.19    0.00    4.19
   40.90    4.22    0.00    4.22
   43.75    4.28    0.00    4.28
   46.61    4.34    0.00    4.34
   49.47    4.40    0.00    4.40
   52.33    4.46    0.00    4.46
   55.19    4.51    0.00    4.51
   58.04    4.56    0.00    4.56
   60.90    4.61    0.00    4.61
   63.76    4.65    0.00    4.65
   66.61    4.70    0.00    4.70
   71.38    4.75    0.00    4.75
   76.14    4.78    0.00    4.78
   80.90    4.80    0.00    4.80
   85.67    4.79    0.00    4.79
   90.43    4.78    0.00    4.78
   95.19    4.77    0.00    4.77
   99.95    4.73    0.00    4.73
  104.72    4.69    0.00    4.69
  109.48    4.64    0.00    4.64
  114.24    4.59    0.00    4.59
  119.00    4.53    0.00    4.53
  161.50    4.72    0.00    4.72
  166.63    4.74    0.00    4.74
  171.39    4.77    0.00    4.77
  176.16    4.79    0.00    4.79
  180.92    4.81    0.00    4.81
  185.68    4.84    0.00    4.84
  190.45    4.86    0.00    4.86
   31.58    4.14    0.00    4.14
   33.31    4.16    0.00    4.16
   35.22    4.20    0.00    4.20
   38.07    4.19    0.00    4.19
   40.93    4.21    0.00    4.21
   43.79    4.28    0.00    4.28
   46.65    4.34    0.00    4.34
   49.50    4.40    0.00    4.40
   52.36    4.45    0.00    4.45
   55.22    4.51    0.00    4.51
   58.08    4.56    0.00    4.56
   60.93    4.60    0.00    4.60
   63.79    4.64    0.00    4.64
   66.65    4.70    0.00    4.70
   71.41    4.75    0.00    4.75
   76.17    4.78    0.00    4.78
   80.93    4.80    0.00    4.80
   85.69    4.80    0.00    4.80
   90.46    4.79    0.00    4.79
   95.22    4.77    0.00    4.77
   99.98    4.73    0.00    4.73
  104.74    4.69    0.00    4.69
  109.51    4.64    0.00    4.64
  114.27    4.59    0.00    4.59
  119.03    4.53    0.00    4.53
  161.65    4.72    0.00    4.72
  166.65    4.74    0.00    4.74
  171.41    4.77    0.00    4.77
  176.18    4.79    0.00    4.79
  180.94    4.81    0.00    4.81
   31.38    4.13    0.00    4.13
   33.32    4.16    0.00    4.16
   35.23    4.20    0.00    4.20
   38.09    4.19    0.00    4.19
   40.94    4.21    0.00    4.21
   43.80    4.28    0.00    4.28
   46.66    4.33    0.00    4.33
   49.52    4.39    0.00    4.39
   52.37    4.45    0.00    4.45
   55.23    4.50    0.00    4.50
   58.09    4.55    0.00    4.55
   60.94    4.60    0.00    4.60
   63.80    4.64    0.00    4.64
   66.66    4.70    0.00    4.70
   71.42    4.75    0.00    4.75
   76.18    4.78    0.00    4.78
   80.94    4.80    0.00    4.80
   85.71    4.80    0.00    4.80
   90.47    4.79    0.00    4.79
   95.23    4.77    0.00    4.77
   99.99    4.74    0.00    4.74
  104.75    4.69    0.00    4.69
  109.52    4.64    0.00    4.64
  114.28    4.59    0.00    4.59
  119.04    4.53    0.00    4.53
  161.81    4.72    0.00    4.72
  166.66    4.74    0.00    4.74
   31.25    4.13    0.00    4.13
   33.32    4.15    0.00    4.15
   35.22    4.20    0.00    4.20
   38.08    4.18    0.00    4.18
   40.94    4.21    0.00    4.21
   43.80    4.27    0.00    4.27
   46.65    4.33    0.00    4.33
   49.51    4.39    0.00    4.39
   52.37    4.45    0.00    4.45
   55.23    4.50    0.00    4.50
   58.08    4.55    0.00    4.55
   60.94    4.60    0.00    4.60
   63.80    4.64    0.00    4.64
   66.65    4.70    0.00    4.70
   71.42    4.74    0.00    4.74
   76.18    4.78    0.00    4.78
   80.94    4.80    0.00    4.80
   85.70    4.80    0.00    4.80
   90.47    4.79    0.00    4.79
   95.23    4.78    0.00    4.78
   99.99    4.74    0.00    4.74
  104.75    4.70    0.00    4.70
  109.51    4.64    0.00    4.64
  114.28    4.59    0.00    4.59
  119.04    4.53    0.00    4.53
   31.23    4.12    0.00    4.12
   33.33    4.15    0.00    4.15
   35.23    4.19    0.00    4.19
   38.09    4.18    0.00    4.18
   40.95    4.21    0.00    4.21
   43.80    4.27    0.00    4.27
   46.66    4.33    0.00    4.33
   49.52    4.39    0.00    4.39
   52.38    4.44    0.00    4.44
   55.23    4.49    0.00    4.49
   58.09    4.55    0.00    4.55
   60.95    4.60    0.00    4.60
   63.80    4.64    0.00    4.64
   66.66    4.69    0.00    4.69
   71.42    4.74    0.00    4.74
   76.19    4.78    0.00    4.78
   80.95    4.80    0.00    4.80
   85.71    4.80    0.00    4.80
   90.47    4.79    0.00    4.79
   95.23    4.78    0.00    4.78
  100.00    4.74    0.00    4.74
  104.76    4.70    0.00    4.70
  109.52    4.64    0.00    4.64
  114.28    4.59    0.00    4.59
  119.04    4.53    0.00    4.53
   31.22    4.12    0.00    4.12
   33.34    4.15    0.00    4.15
   35.25    4.19    0.00    4.19
   38.10    4.18    0.00    4.18
   40.96    4.20    0.00    4.20
   43.82    4.26    0.00    4.26
   46.67    4.32    0.00    4.32
   49.53    4.38    0.00    4.38
   52.39    4.44    0.00    4.44
   55.25    4.49    0.00    4.49
   58.10    4.55    0.00    4.55
   60.96    4.60    0.00    4.60
   63.82    4.64    0.00    4.64
   66.67    4.69    0.00    4.69
   71.44    4.74    0.00    4.74
   76.20    4.78    0.00    4.78
   80.96    4.80    0.00    4.80
   85.72    4.80    0.00    4.80
   90.48    4.79    0.00    4.79
   95.25    4.78    0.00    4.78
  100.01    4.74    0.00    4.74
  104.77    4.70    0.00    4.70
  109.53    4.64    0.00    4.64
  114.29    4.59    0.00    4.59
  119.05    4.53    0.00    4.53
   31.20    4.12    0.00    4.12
   33.35    4.15    0.00    4.15
   35.26    4.19    0.00    4.19
   38.11    4.17    0.00    4.17
   40.97    4.20    0.00    4.20
   43.83    4.26    0.00    4.26
   46.68    4.32    0.00    4.32
   49.54    4.38    0.00    4.38
   52.40    4.43    0.00    4.43
   55.25    4.49    0.00    4.49
   58.11    4.55    0.00    4.55
   60.97    4.60    0.00    4.60
   63.83    4.64    0.00    4.64
   66.68    4.69    0.00    4.69
   71.44    4.74    0.00    4.74
   76.21    4.78    0.00    4.78
   80.97    4.80    0.00    4.80
   85.73    4.80    0.00    4.80
   90.49    4.79    0.00    4.79
   95.25    4.78    0.00    4.78
  100.01    4.74    0.00    4.74
  104.78    4.70    0.00    4.70
  109.54    4.64    0.00    4.64
  114.30    4.58    0.00    4.58
  119.06    4.52    0.00    4.52
   31.18    4.12    0.00    4.12
   33.36    4.15    0.00    4.15
   35.27    4.18    0.00    4.18
   38.12    4.17    0.00    4.17
   40.98    4.19    0.00    4.19
   43.84    4.26    0.00    4.26
   46.70    4.31    0.00    4.31
   49.55    4.38    0.00    4.38
   52.41    4.43    0.00    4.43
   55.27    4.48    0.00    4.48
   58.12    4.54    0.00    4.54
   60.98    4.59    0.00    4.59
   63.84    4.63    0.00    4.63
   66.69    4.69    0.00    4.69
   71.45    4.74    0.00    4.74
   76.22    4.78    0.00    4.78
   80.98    4.80    0.00    4.80
   85.74    4.80    0.00    4.80
   90.50    4.79    0.00    4.79
   95.26    4.78    0.00    4.78
  100.02    4.74    0.00    4.74
  104.79    4.70    0.00    4.70
  109.55    4.64    0.00    4.64
  114.31    4.57    0.00    4.57
  119.07    4.52    0.00    4.52
   31.17    4.12    0.00    4.12
   33.37    4.14    0.00    4.14
   35.28    4.18    0.00    4.18
   38.13    4.17    0.00    4.17
   40.99    4.19    0.00    4.19
   43.85    4.25    0.00    4.25
   46.70    4.31    0.00    4.31
   49.56    4.37    0.00    4.37
   52.42    4.43    0.00    4.43
   55.27    4.48    0.00    4.48
   58.13    4.54    0.00    4.54
   60.99    4.59    0.00    4.59
   63.84    4.63    0.00    4.63
   66.70    4.69    0.00    4.69
   71.46    4.74    0.00    4.74
   76.22    4.78    0.00    4.78
   80.99    4.80    0.00    4.80
   85.75    4.80    0.00    4.80
   90.51    4.80    0.00    4.80
   95.27    4.78    0.00    4.78
  100.03    4.74    0.00    4.74
  104.79    4.70    0.00    4.70
  109.55    4.64    0.00    4.64
  114.32    4.57    0.00    4.57
  119.08    4.52    0.00    4.52
   31.15    4.12    0.00    4.12
   33.38    4.14    0.00    4.14
   35.29    4.18    0.00    4.18
   38.14    4.17    0.00    4.17
   41.00    4.19    0.00    4.19
   43.86    4.25    0.00    4.25
   46.71    4.31    0.00    4.31
   49.57    4.37    0.00    4.37
   52.43    4.43    0.00    4.43
   55.28    4.48    0.00    4.48
   58.14    4.54    0.00    4.54
   61.00    4.59    0.00    4.59
   63.85    4.63    0.00    4.63
   66.71    4.69    0.00    4.69
   71.47    4.74    0.00    4.74
   76.23    4.78    0.00    4.78
   81.00    4.80    0.00    4.80
   85.76    4.80    0.00    4.80
   90.52    4.80    0.00    4.80
   95.28    4.78    0.00    4.78
  100.04    4.74    0.00    4.74
  104.80    4.70    0.00    4.70
  109.56    4.64    0.00    4.64
  114.32    4.57    0.00    4.57
  119.08    4.52    0.00    4.52
   31.14    4.12    0.00    4.12
   33.39    4.14    0.00    4.14
   35.30    4.18    0.00    4.18
   38.16    4.17    0.00    4.17
   41.01    4.19    0.00    4.19
   43.87    4.25    0.00    4.25
   46.73    4.31    0.00    4.31
   49.58    4.37    0.00    4.37
   52.44    4.42    0.00    4.42
   55.30    4.48    0.00    4.48
   58.15    4.54    0.00    4.54
   61.01    4.58    0.00    4.58
   63.87    4.63    0.00    4.63
   66.72    4.69    0.00    4.69
   71.48    4.73    0.00    4.73
   76.24    4.78    0.00    4.78
   81.00    4.80    0.00    4.80
   85.77    4.80    0.00    4.80
   90.53    4.80    0.00    4.80
   95.29    4.78    0.00    4.78
  100.05    4.74    0.00    4.74
  104.81    4.70    0.00    4.70
  109.57    4.63    0.00    4.63
  114.33    4.57    0.00    4.57
  119.09    4.52    0.00    4.52
   31.12    4.11    0.00    4.11
   33.41    4.14    0.00    4.14
   35.31    4.18    0.00    4.18
   38.17    4.16    0.00    4.16
   41.02    4.18    0.00    4.18
   43.88    4.25    0.00    4.25
   46.74    4.30    0.00    4.30
   49.59    4.36    0.00    4.36
   52.45    4.42    0.00    4.42
   55.30    4.48    0.00    4.48
   58.16    4.53    0.00    4.53
   61.02    4.58    0.00    4.58
   63.88    4.63    0.00    4.63
   66.73    4.68    0.00    4.68
   71.49    4.73    0.00    4.73
   76.25    4.78    0.00    4.78
   81.02    4.80    0.00    4.80
   85.78    4.80    0.00    4.80
   90.54    4.80    0.00    4.80
   95.30    4.78    0.00    4.78
  100.06    4.74    0.00    4.74
  104.82    4.70    0.00    4.70
  109.58    4.63    0.00    4.63
  114.34    4.57    0.00    4.57
  119.10    4.51    0.00    4.51
   31.11    4.11    0.00    4.11
   33.41    4.14    0.00    4.14
   35.32    4.18    0.00    4.18
   38.18    4.16    0.00    4.16
   41.03    4.18    0.00    4.18
   43.89    4.24    0.00    4.24
   46.74    4.30    0.00    4.30
   49.60    4.36    0.00    4.36
   52.46    4.42    0.00    4.42
   55.31    4.48    0.00    4.48
   58.17    4.53    0.00    4.53
   61.03    4.58    0.00    4.58
